Customer_ID,Year_Birth,Education,Marital_Status,Income,Children,Deals_Class_ID
88,1956,PhD,Widow,35340,2,B
89,1980,Graduate,Together,69508,1,B
90,1946,PhD,Married,51012,0,B
91,1986,Secondary,Married,7500,1,B
92,1972,PhD,Married,79930,0,B
93,1944,Graduate,Married,65275,0,B
94,1986,Graduate,Married,83512,0,B
95,1988,Graduate,Married,84219,0,B
96,1970,Graduate,Single,30015,1,B
97,1977,Graduate,Together,96876,0,B
98,1985,Master,Married,20559,1,B
99,1974,Graduate,Married,34421,1,B
100,1985,Graduate,Together,54006,1,B
101,1989,Graduate,Married,37155,1,B
102,1966,Basic,Together,22634,0,B
103,1978,Graduate,Married,65819,0,B
104,1954,PhD,Divorced,57333,1,D
105,1987,Graduate,Divorced,81361,0,B
106,1989,Graduate,Single,46107,1,B
107,1954,Graduate,Married,62820,0,B
108,1952,Graduate,Divorced,62335,1,B
109,1981,PhD,Together,56937,1,C
110,1991,Graduate,Single,90273,0,B
111,1964,Graduate,Married,42523,0,B
112,1976,Secondary,Together,26907,2,B
113,1970,Master,Divorced,78579,0,B
114,1957,Graduate,Widow,66033,1,B
115,1967,Graduate,Single,25930,2,B
116,1955,Secondary,Divorced,41769,1,C
117,1953,PhD,Together,53593,2,C
118,1960,Graduate,Together,30507,0,B
119,1977,PhD,Married,69389,1,B
120,1984,Master,Single,18890,0,B
121,1951,Graduate,Married,32871,2,B
122,1966,Master,Married,57183,2,C
123,1951,Graduate,Married,57304,1,B
124,1967,Graduate,Single,52074,1,B
125,1980,Basic,Married,16005,1,B
126,1989,PhD,Single,33996,0,B
127,1973,Master,Divorced,52034,2,B
128,1957,PhD,Married,37633,2,B
129,1954,Graduate,Together,36807,2,B
130,1969,Graduate,Together,74918,0,B
131,1971,Graduate,Married,73691,1,B
132,1975,Secondary,Widow,47682,1,B
133,1952,Graduate,Divorced,51537,1,B
134,1977,Master,Married,50353,0,B
135,1949,PhD,Together,67911,1,B
136,1983,Graduate,Together,28427,1,B
137,1949,PhD,Married,80360,0,B
138,1981,Secondary,Single,42395,2,B
139,1981,Graduate,Together,42162,1,B
140,1975,PhD,Divorced,60554,1,B
141,1981,Secondary,Together,75774,1,B
142,1967,Graduate,Together,54178,1,B
143,1971,Master,Divorced,42835,2,C
144,1973,Graduate,Married,20895,1,B
145,1965,Secondary,Divorced,60161,1,B
146,1987,Graduate,Single,23442,1,B
147,1960,Graduate,Together,44512,2,B
148,1968,Graduate,Together,40521,2,B
149,1969,Master,Together,44602,2,C
150,1975,Graduate,Married,74190,1,B
151,1945,Graduate,Widow,63285,0,B
152,1992,Master,Single,92859,0,B
153,1987,PhD,Single,74004,0,B
154,1966,PhD,Together,65814,1,B
155,1955,Master,Married,38452,2,B
156,1977,Graduate,Married,54809,2,B
157,1975,PhD,Married,45503,1,B
158,1971,Graduate,Married,64722,1,B
159,1953,Master,Together,56129,1,B
160,1968,Graduate,Single,70566,1,B
161,1972,Master,Married,57136,2,C
162,1966,Graduate,Married,44794,1,B
163,1949,Master,Married,62845,2,D
164,1976,Master,Married,49681,2,C
165,1951,Master,Together,29298,2,B
166,1948,PhD,Married,61467,2,B
167,1986,Graduate,Married,23477,1,B
168,1980,Graduate,Together,62994,1,B
169,1986,Graduate,Divorced,21846,1,B
170,1975,Graduate,Married,46149,1,B
171,1972,PhD,Single,41644,2,B
172,1979,Secondary,Married,31086,2,B
173,1978,PhD,Married,37717,1,B
174,1981,Graduate,Married,40211,2,B
175,1987,Graduate,Single,57100,1,B
176,1982,Graduate,Single,39660,1,B
177,1962,Graduate,Married,56181,1,B
178,1965,Graduate,Together,36317,1,B
179,1958,Secondary,Together,26490,0,B
180,1971,Graduate,Single,10245,1,B
181,1960,Basic,Widow,22123,0,B
182,1962,Master,Together,47175,2,C
183,1972,Graduate,Married,74716,1,B
184,1971,Graduate,Divorced,55635,1,B
185,1966,Graduate,Married,44529,1,C
186,1976,Graduate,Married,46049,2,C
187,1968,Master,Divorced,41335,1,B
188,1956,Graduate,Single,54252,2,B
189,1957,Graduate,Together,47320,1,C
190,1975,Graduate,Single,33249,1,B
191,1984,Graduate,Married,40059,1,B
192,1965,Graduate,Married,81168,0,B
193,1991,Graduate,Single,86037,0,B
194,1961,Master,Together,74881,2,B
195,1981,PhD,Together,44953,0,B
196,1977,Graduate,Together,46931,3,B
197,1952,Graduate,Single,61823,1,B
198,1959,PhD,Single,34554,1,B
199,1973,Graduate,Married,79593,0,B
200,1970,PhD,Together,64413,1,B
201,1965,PhD,Single,40637,2,B
202,1989,Secondary,Married,85710,0,B
203,1973,PhD,Single,48432,1,B
204,1953,Graduate,Together,58398,0,B
205,1965,Graduate,Together,52117,1,B
206,1972,Master,Married,35641,1,B
207,1952,Graduate,Married,28332,0,B
208,1969,Graduate,Married,56796,1,B
209,1976,Master,Married,53204,2,B
210,1971,PhD,Married,42403,1,B
211,1963,Graduate,Single,80695,0,B
212,1976,PhD,Divorced,70179,1,B
213,1965,PhD,Single,40760,1,B
214,1974,Graduate,Together,56715,0,B
215,1971,PhD,Married,71969,1,B
216,1957,PhD,Married,75283,3,D
217,1975,Master,Together,22669,1,B
218,1980,Graduate,Married,61014,1,B
219,1960,Master,Together,41275,3,B
220,1976,Master,Married,81929,1,B
221,1982,Master,Together,27590,1,B
222,1956,Master,Married,50965,1,B
223,1973,PhD,Married,85844,0,B
224,1967,PhD,Single,52569,1,B
225,1964,Graduate,Single,81246,0,B
226,1984,PhD,Married,73356,0,B
227,1953,PhD,Married,55707,1,B
228,1972,Graduate,Married,22063,1,B
229,1949,Master,Together,49912,1,B
230,1966,Graduate,Divorced,48877,1,B
231,1970,Graduate,Married,13260,2,B
232,1987,PhD,Single,42000,0,B
233,1958,PhD,Single,50729,2,C
234,1978,PhD,Married,72159,0,B
235,1975,Graduate,Married,27573,1,B
236,1983,PhD,Married,92491,0,B
237,1947,Master,Together,77632,0,B
238,1983,Master,Married,36262,0,B
239,1973,Graduate,Married,26228,1,B
240,1966,Master,Together,49618,2,B
241,1949,Master,Married,36408,2,B
242,1968,PhD,Divorced,69674,2,B
243,1970,PhD,Married,67536,1,B
244,1973,Graduate,Married,52845,1,B
245,1978,Graduate,Together,70440,0,B
246,1963,Graduate,Married,80124,0,B
247,1982,PhD,Together,70038,0,B
248,1984,Secondary,Married,14796,1,B
249,1966,Graduate,Single,63810,1,B
250,1976,Graduate,Single,37697,1,B
251,1965,Master,Single,55250,1,B
252,1960,Graduate,Together,78468,0,B
253,1978,PhD,Together,27683,1,B
254,1978,Graduate,Divorced,41986,1,B
255,1974,Graduate,Married,26067,1,B
256,1988,Graduate,Married,38872,1,B
257,1982,Secondary,Married,57937,1,B
258,1977,Graduate,Single,35790,1,B
259,1986,Graduate,Married,92910,0,B
260,1968,Graduate,Together,58554,2,C
261,1970,Graduate,Married,50447,2,B
262,1956,Master,Together,58656,1,B
263,1970,Graduate,Together,74854,3,C
264,1974,Master,Married,82584,0,B
265,1972,Graduate,Single,31907,0,B
266,1976,Graduate,Single,79941,0,B
267,1954,Master,Widow,44551,1,B
268,1972,Secondary,Together,50334,1,C
269,1992,Master,Together,42670,0,B
270,1982,PhD,Single,38513,1,B
271,1992,Basic,Married,17256,1,B
272,1967,Graduate,Together,32474,2,B
273,1958,Graduate,Married,72905,0,B
274,1954,Master,Married,66991,0,B
275,1975,Secondary,Together,34984,2,B
276,1968,Graduate,Together,34916,2,B
277,1975,Graduate,Single,53201,2,C
278,1986,Basic,Married,20425,1,B
279,1951,Graduate,Together,40689,1,C
280,1952,Graduate,Divorced,82623,0,B
281,1950,Graduate,Together,34026,2,B
282,1978,Secondary,Together,52513,0,B
283,1956,Master,Single,86424,0,B
284,1963,Master,Married,33562,3,B
285,1943,PhD,Widow,57513,0,B
286,1979,Graduate,Single,60474,1,C
287,1982,Master,Married,21059,1,B
288,1966,PhD,Married,69063,1,B
289,1965,PhD,Divorced,36921,2,B
290,1958,Graduate,Single,45160,2,B
291,1960,Secondary,Single,47823,1,B
292,1962,Graduate,Married,55759,1,B
293,1965,Secondary,Together,71488,0,B
294,1952,Graduate,Single,47958,1,B
295,1975,Graduate,Single,42160,2,B
296,1958,PhD,Together,84460,0,A
297,1979,Secondary,Together,60839,2,D
298,1975,Master,Together,34176,1,B
299,1969,Graduate,Single,30822,1,B
300,1965,Master,Married,62694,2,B
301,1972,PhD,Single,38578,2,B
302,1973,Graduate,Married,59041,2,B
303,1983,Secondary,Single,81698,0,B
304,1975,Graduate,Single,56243,3,C
305,1967,Master,Divorced,81380,0,B
306,1986,Graduate,Married,38508,1,C
307,1946,Graduate,Together,82657,0,B
308,1951,PhD,Together,69702,1,B
309,1946,Graduate,Married,78569,0,B
310,1980,Graduate,Married,37406,1,B
311,1977,Graduate,Married,41443,1,C
312,1970,Graduate,Married,90765,0,A
313,1965,Master,Married,56962,3,C
314,1960,Master,Married,47353,1,B
315,1971,Graduate,Together,38590,1,B
316,1965,Graduate,Together,56046,0,B
317,1956,Graduate,Married,90369,0,B
318,1973,PhD,Divorced,35860,2,B
319,1957,Secondary,Divorced,77297,0,B
320,1971,Graduate,Together,71796,0,B
321,1979,Graduate,Single,61825,1,B
322,1965,PhD,Together,65220,0,B
323,1954,Graduate,Divorced,64587,2,B
324,1972,Basic,Married,25224,1,B
325,1960,Master,Married,81843,0,B
326,1979,Graduate,Together,34350,1,B
327,1978,PhD,Together,34043,1,B
328,1964,PhD,Divorced,64140,2,B
329,1974,PhD,Together,65640,1,B
330,1975,Graduate,Married,43057,1,B
331,1967,PhD,Together,62981,0,B
332,1978,Graduate,Single,30168,1,C
333,1978,Graduate,Together,25851,1,B
334,1988,Graduate,Single,39747,1,B
335,1970,Graduate,Single,22585,0,B
336,1961,PhD,Together,66426,1,B
337,1968,PhD,Together,40706,3,B
338,1944,Graduate,Married,55956,0,B
339,1974,Graduate,Single,69719,0,B
340,1965,Basic,Single,23529,1,B
341,1962,PhD,Divorced,85696,0,B
342,1988,Secondary,Together,45204,1,B
343,1988,Graduate,Together,87679,0,B
344,1975,Graduate,Single,33955,1,B
345,1975,PhD,Married,79174,0,B
346,1978,Secondary,Married,12393,0,B
347,1980,Basic,Married,25965,0,B
348,1971,Graduate,Married,64795,1,B
349,1971,PhD,Together,29732,1,B
350,1970,Graduate,Divorced,84835,0,B
351,1961,PhD,Divorced,54959,1,B
352,1974,PhD,Single,39190,1,B
353,1978,Master,Single,35544,1,B
354,1974,Graduate,Single,43322,0,B
355,1952,Graduate,Single,47139,2,B
356,1972,Master,Married,75251,0,B
357,1957,Graduate,Single,64849,0,B
358,1990,Graduate,Married,18929,0,B
359,1985,Secondary,Married,23148,0,B
360,1959,PhD,Together,53537,2,B
361,1971,Secondary,Together,42033,2,B
362,1980,Master,Divorced,78789,0,B
363,1950,Master,Divorced,63120,1,B
364,1987,Graduate,Together,67430,0,B
365,1951,PhD,Married,78939,0,B
366,1954,Master,Married,45736,1,B
367,1972,Graduate,Married,40321,2,B
368,1967,PhD,Married,59062,3,B
369,1973,Secondary,Together,69401,1,B
370,1973,Graduate,Married,31814,1,B
371,1986,Graduate,Married,25252,1,B
372,1962,Graduate,Married,71434,1,B
373,1981,Basic,Married,34445,0,C
374,1973,PhD,Together,55012,1,C
375,1951,Graduate,Together,86610,0,B
376,1965,PhD,Married,84618,0,B
377,1971,Graduate,Widow,45684,1,B
378,1968,Master,Together,34053,1,B
379,1987,Basic,Single,21063,1,B
380,1974,PhD,Single,63159,0,B
381,1967,Graduate,Together,44931,1,B
382,1964,Graduate,Married,60597,1,B
383,1949,PhD,Married,58607,1,B
384,1958,Graduate,Divorced,71964,0,B
385,1969,Graduate,Single,72679,1,B
386,1990,Graduate,Married,35765,1,B
387,1978,Graduate,Married,77583,0,B
388,1975,Graduate,Married,61456,1,B
389,1973,PhD,Together,57906,1,B
390,1955,Graduate,Married,50737,1,B
391,1949,Graduate,Together,38823,1,B
392,1969,PhD,Together,53374,1,C
393,1969,Graduate,Married,72460,0,B
394,1947,Secondary,Married,81044,0,B
395,1972,Graduate,Together,84906,0,B
396,1969,PhD,Married,33581,2,B
397,1974,Secondary,Married,20130,0,B
398,1990,Graduate,Single,96843,0,B
399,1946,PhD,Single,82800,0,B
400,1957,Graduate,Together,50116,2,B
401,1964,Secondary,Married,62905,1,B
402,1959,Graduate,Divorced,63033,0,B
403,1982,Graduate,Together,45203,2,B
404,1959,PhD,Divorced,62859,1,B
405,1952,Graduate,Single,53700,1,B
406,1975,Master,Married,7500,1,B
407,1969,Graduate,Together,76653,0,B
408,1958,PhD,Widow,80995,1,B
409,1971,Graduate,Widow,30372,2,B
410,1955,PhD,Married,22554,2,B
411,1972,Graduate,Together,26290,2,B
412,1976,Graduate,Married,56939,1,B
413,1960,Secondary,Widow,46779,2,B
414,1952,Graduate,Widow,40049,1,B
415,1954,Graduate,Single,46344,2,B
416,1972,Graduate,Married,80134,1,B
417,1970,Graduate,Married,70617,0,B
418,1977,Secondary,Together,82326,0,B
419,1978,Graduate,Together,41154,1,B
420,1975,Secondary,Married,37284,2,B
421,1965,Secondary,Divorced,64176,1,C
422,1977,Graduate,Divorced,82582,0,B
423,1970,PhD,Married,23626,1,B
424,1969,Master,Married,43641,2,B
425,1983,Graduate,Married,69520,0,B
426,1973,Master,Married,27159,2,B
427,1986,Graduate,Married,32880,1,B
428,1969,Graduate,Married,26304,1,B
429,1965,Master,Together,45143,1,B
430,1955,Graduate,Single,57959,1,B
431,1985,Secondary,Single,33812,1,B
432,1970,Graduate,Single,33697,1,B
433,1954,Master,Together,36634,1,B
434,1962,Graduate,Single,50785,2,B
435,1985,Graduate,Single,22327,1,B
436,1954,PhD,Married,62670,1,B
437,1975,Master,Married,37368,1,B
438,1963,PhD,Together,66313,1,B
439,1954,Graduate,Married,46734,1,B
440,1960,Graduate,Divorced,58401,1,B
441,1978,Secondary,Married,47025,1,B
442,1972,Graduate,Together,77044,1,B
443,1971,Graduate,Divorced,29819,1,B
444,1972,Graduate,Married,59666,2,C
445,1972,Graduate,Married,33622,2,B
446,1972,Graduate,Together,30261,3,B
447,1953,Graduate,Single,69267,0,B
448,1952,Master,Together,43776,2,C
449,1976,Graduate,Married,53359,2,B
450,1949,Graduate,Together,54591,1,B
451,1982,Graduate,Married,69109,0,B
452,1976,Graduate,Married,58597,2,D
453,1969,Graduate,Single,81657,0,B
454,1962,Graduate,Together,62568,1,B
455,1969,PhD,Single,66582,0,B
456,1964,PhD,Divorced,78825,0,B
457,1970,Graduate,Married,28164,1,B
458,1954,Graduate,Divorced,72071,1,B
459,1990,Graduate,Married,18222,0,B
460,1974,PhD,Together,28440,1,B
461,1979,Graduate,Together,30545,1,B
462,1971,Graduate,Together,34600,2,B
463,1960,Graduate,Together,62807,1,B
464,1975,PhD,Married,40233,1,B
465,1975,Basic,Married,30801,1,B
466,1955,Master,Single,51124,2,B
467,1965,Graduate,Married,61482,0,B
468,1973,Graduate,Married,25410,1,B
469,1956,Secondary,Divorced,31395,2,B
470,1966,Graduate,Married,61286,1,B
471,1974,Master,Married,83891,1,B
472,1958,Secondary,Single,75342,1,B
473,1969,Secondary,Married,46831,2,B
474,1986,Secondary,Together,20491,0,B
475,1971,Master,Married,35178,1,B
476,1974,PhD,Married,38410,0,B
477,1987,Master,Single,73454,0,B
478,1953,Graduate,Married,37716,1,B
479,1978,Master,Married,88097,1,B
480,1976,Graduate,Married,24027,1,B
481,1951,Master,Divorced,57530,1,B
482,1977,Secondary,Single,31878,1,B
483,1983,PhD,Together,21840,1,B
484,1955,PhD,Single,55521,3,C
485,1970,Master,Single,29548,1,B
486,1961,Basic,Married,28249,0,B
487,1953,Graduate,Together,61278,1,B
488,1955,Master,Divorced,70638,0,B
489,1987,Graduate,Married,17323,0,B
490,1968,Graduate,Together,56534,1,B
491,1977,PhD,Married,61996,1,B
492,1957,Graduate,Married,71113,1,B
493,1972,PhD,Married,29791,1,B
494,1972,Graduate,Divorced,26759,1,B
495,1959,Graduate,Widow,76320,1,B
496,1953,Graduate,Single,40464,1,C
497,1959,Master,Together,82576,0,B
498,1987,Graduate,Married,75794,0,B
499,1960,Master,Married,54197,1,B
500,1974,PhD,Married,34596,1,B
501,1954,Secondary,Single,42607,1,B
502,1982,Graduate,Together,71853,0,B
503,1954,Graduate,Married,50501,2,C
504,1979,Master,Single,16653,1,B
505,1966,Graduate,Single,43602,2,B
506,1971,Graduate,Divorced,40851,2,B
507,1964,Graduate,Single,18701,2,B
508,1972,Master,Married,76234,1,B
509,1993,Graduate,Single,74293,0,B
510,1958,Master,Single,75154,1,B
511,1956,Graduate,Together,46097,1,B
512,1990,Graduate,Single,34412,1,B
513,1984,Secondary,Married,65370,0,B
514,1969,Graduate,Married,52413,2,B
515,1969,Basic,Together,22390,0,B
516,1967,Graduate,Married,42664,1,B
517,1976,Graduate,Single,47025,1,B
518,1976,Master,Together,30560,1,B
519,1956,Graduate,Married,71866,1,B
520,1966,Master,Divorced,29435,2,B
521,1981,Master,Single,36143,1,B
522,1973,Graduate,Together,57100,0,B
523,1955,Graduate,Single,80317,0,B
524,1978,Graduate,Married,73807,1,B
525,1958,PhD,Widow,33438,2,B
526,1988,PhD,Married,67546,0,B
527,1981,Graduate,Single,72066,0,B
528,1961,PhD,Married,54456,1,B
529,1958,Master,Single,30523,3,B
530,1977,Graduate,Married,72117,1,B
531,1992,Secondary,Married,87000,0,B
532,1963,PhD,Single,48918,2,B
533,1975,Graduate,Married,33183,1,B
534,1967,Graduate,Married,22574,3,B
535,1955,Graduate,Married,65210,1,B
536,1976,Graduate,Together,78416,1,B
537,1972,PhD,Married,43269,1,B
538,1980,Graduate,Single,51766,1,B
539,1983,Graduate,Single,24072,1,B
540,1949,PhD,Single,26518,2,B
541,1973,Graduate,Married,49094,1,B
542,1988,Secondary,Divorced,35388,1,B
543,1978,Graduate,Married,67023,0,B
544,1974,Master,Together,46014,2,C
545,1947,PhD,Married,67472,1,B
546,1975,Secondary,Divorced,67893,1,B
547,1971,Master,Divorced,74290,1,B
548,1963,Graduate,Divorced,68118,1,B
549,1985,Graduate,Single,72903,0,B
550,1963,Graduate,Single,49980,1,B
551,1974,PhD,Married,78128,1,B
552,1981,Graduate,Divorced,28510,2,B
553,1975,PhD,Single,52614,1,B
554,1952,Master,Together,55951,1,B
555,1976,Graduate,Single,20180,0,B
556,1978,Master,Single,68092,0,B
557,1978,Graduate,Divorced,71847,0,A
558,1982,Master,Together,23661,1,B
559,1974,PhD,Single,68352,1,B
560,1970,Master,Together,79419,0,B
561,1964,Graduate,Single,45906,1,B
562,1955,PhD,Together,46015,2,B
563,1954,Master,Divorced,62637,1,B
564,1977,Master,Single,36273,1,B
565,1978,Graduate,Married,28442,2,B
566,1982,Graduate,Married,42081,1,B
567,1979,Graduate,Together,75507,0,B
568,1981,Graduate,Married,26872,0,B
569,1943,PhD,Divorced,48948,0,B
570,1976,Graduate,Together,85606,1,B
571,1952,Master,Single,8820,2,B
572,1976,Graduate,Married,30772,2,B
573,1957,Master,Together,66636,0,B
574,1992,Graduate,Single,83528,0,B
575,1976,Graduate,Divorced,30992,1,B
576,1966,Graduate,Together,37758,2,B
577,1962,PhD,Widow,71670,0,B
578,1989,Master,Together,88420,0,B
579,1965,Graduate,Married,69139,1,B
580,1958,Graduate,Single,49967,1,B
581,1984,Graduate,Married,24570,1,B
582,1963,Master,Together,38620,0,B
583,1983,PhD,Married,50150,0,B
584,1966,Graduate,Married,54198,2,C
585,1978,Graduate,Divorced,63693,1,B
586,1975,PhD,Together,61905,1,B
587,1990,Graduate,Married,18351,0,B
588,1984,PhD,Married,70643,0,B
589,1972,PhD,Married,59973,0,B
590,1975,Graduate,Together,66653,2,B
591,1978,PhD,Married,41014,1,B
592,1974,Graduate,Married,45837,2,B
593,1970,Graduate,Divorced,44267,2,B
594,1981,Secondary,Together,19414,1,B
595,1961,Graduate,Single,82332,0,B
596,1976,Graduate,Together,71322,1,B
597,1977,Master,Married,22701,1,B
598,1981,Graduate,Together,38547,1,B
599,1983,Graduate,Married,30096,1,B
600,1962,Master,Divorced,59432,1,B
601,1956,Graduate,Single,91249,0,A
602,1982,Secondary,Single,74116,0,B
603,1957,Graduate,Together,26091,2,B
604,1957,PhD,Single,40737,3,B
605,1973,Graduate,Married,32300,1,B
606,1957,Master,Together,68148,0,B
607,1959,Graduate,Together,87771,1,B
608,1980,Graduate,Single,81741,0,A
609,1973,PhD,Single,46854,2,C
610,1974,PhD,Single,71466,0,B
611,1980,Graduate,Married,77353,1,B
612,1987,PhD,Married,51563,0,B
613,1983,Graduate,Married,39922,1,B
614,1984,Master,Married,42207,1,B
615,1973,Graduate,Married,37971,1,B
616,1965,PhD,Married,62745,1,B
617,1971,Graduate,Married,70886,1,B
618,1958,Graduate,Single,68281,0,B
619,1959,Graduate,Married,35701,0,B
620,1963,Master,Together,57288,1,B
621,1978,Secondary,Together,17117,1,B
622,1976,Secondary,Together,36301,1,B
623,1955,Graduate,Divorced,49431,1,B
624,1960,PhD,Married,49154,2,C
625,1972,Secondary,Married,70932,1,B
626,1967,PhD,Divorced,26642,1,B
627,1956,Master,Married,52973,1,C
628,1952,Graduate,Married,35704,2,B
629,1973,Secondary,Married,35688,3,C
630,1967,PhD,Together,56575,2,B
631,1985,Graduate,Single,29760,1,B
632,1951,Graduate,Married,94642,0,A
633,1948,PhD,Together,66375,1,B
634,1977,Graduate,Married,42014,1,C
635,1970,Master,Divorced,55282,1,B
636,1953,Master,Married,54348,2,B
637,1992,Graduate,Married,34935,0,B
638,1967,Graduate,Divorced,70844,2,B
639,1970,Graduate,Married,69016,1,B
640,1958,PhD,Together,78952,1,B
641,1964,Graduate,Single,45989,1,B
642,1984,Graduate,Single,36108,1,B
643,1951,Master,Married,67381,1,B
644,1968,Master,Divorced,63841,1,B
645,1975,Graduate,Married,76068,1,B
646,1975,Graduate,Divorced,70300,1,B
647,1955,PhD,Married,59821,1,C
648,1991,PhD,Together,68682,0,B
649,1955,Secondary,Married,72635,0,B
650,1951,Graduate,Single,80872,0,B
651,1969,Graduate,Married,14045,1,B
652,1972,Graduate,Married,56721,2,B
653,1956,Graduate,Single,60714,0,B
654,1975,PhD,Married,69283,1,B
655,1977,PhD,Divorced,34487,2,B
656,1971,PhD,Married,60585,2,C
657,1950,Graduate,Single,16813,0,B
658,1958,Graduate,Married,48192,0,B
659,1975,Graduate,Together,55914,1,B
660,1976,PhD,Married,55424,1,B
661,1950,Graduate,Divorced,82460,0,B
662,1970,Graduate,Single,76467,1,B
663,1952,Graduate,Single,62307,1,B
664,1952,Graduate,Single,40887,2,B
665,1983,Graduate,Married,25271,1,B
666,1990,Master,Single,91172,0,A
667,1962,Graduate,Together,75072,1,B
668,1971,Master,Single,39763,1,B
669,1970,Graduate,Together,38200,2,B
670,1968,PhD,Married,38443,2,B
671,1965,Graduate,Single,66294,0,B
672,1960,Graduate,Together,19740,1,B
673,1981,Graduate,Together,31089,1,B
674,1969,Master,Together,41021,1,B
675,1954,Master,Together,60033,1,B
676,1988,Secondary,Married,16248,1,B
677,1969,PhD,Together,42731,1,B
678,1949,Graduate,Divorced,49160,1,B
679,1955,PhD,Single,49667,0,B
680,1973,Master,Married,54108,2,D
681,1963,Graduate,Together,77226,1,B
682,1972,Graduate,Married,62710,1,B
683,1970,Graduate,Married,63684,1,B
684,1958,Master,Married,51412,1,B
685,1960,Secondary,Divorced,87305,0,B
686,1976,Graduate,Together,21675,1,B
687,1987,Basic,Single,15038,1,B
688,1978,Graduate,Single,38557,1,B
689,1962,PhD,Single,52597,1,B
690,1976,Graduate,Married,13624,1,B
691,1974,Master,Married,63206,0,B
692,1972,PhD,Single,27213,1,B
693,1986,Graduate,Single,39146,1,B
694,1995,Secondary,Single,80617,0,B
695,1977,Secondary,Together,25315,1,B
696,1969,Graduate,Married,80952,0,B
697,1971,Graduate,Single,55239,1,B
698,1973,Graduate,Widow,60208,2,D
699,1986,Master,Married,80141,0,B
700,1965,Graduate,Divorced,30630,2,B
701,1954,Graduate,Together,39898,1,B
702,1983,Graduate,Together,78687,0,B
703,1978,Graduate,Single,28647,1,B
704,1984,PhD,Single,39684,1,B
705,1944,Master,Married,80184,0,B
706,1959,Graduate,Divorced,52332,0,B
707,1959,Graduate,Married,61180,1,B
